fallacy_label	text
Hasty Generalization	He's simply the best of all the soccer players out there. No one else can even compare.
Hasty Generalization	Yes, usually it is the human who destroys and kills. They killed in WW2, now they do it to animals.
Hasty Generalization	Do you want a bee to have special rights?  Right,  no.  Animals dont deserve special rigjts.
Hasty Generalization	Germany uses nuclear power only for a good purpose.  Therefore it is ok.
Hasty Generalization	Yes, because someone will probably have an emergency and need to know they are a doctor.
Hasty Generalization	Yes, my son is watching TV all day, we talk much less than ever before.
Hasty Generalization	Smoking at home should be illegal, since it is illegal for minors to consume alcohol at home, and smoking is bad also.
Hasty Generalization	Facebook cost me just time, a lot of time! It is bad for all others as well and bad for society.
Irrelevant Authority	Regarding this argumentation you have the IQ of an insect.  Do you think you need special rights?
Irrelevant Authority	Nah my Dad says he treats my Mom nice so I know there isn't an issue here.
Irrelevant Authority	Absolutely not. My father has always told me that you should not negotiate with dictators.
Irrelevant Authority	"We are not going to ""reconsider the rules"" just to save one foul egg in the basket. I assure you that the Greeks are not worthy of this much effort and I am not going to waste my time arguing about such an irrelevant and obviously absurd suggestion."
Irrelevant Authority	No, i saw a video from a guy on youtube. Therein he presents, that the landing is completely faked. The state seems to have organized this in order to beat the russians.
Irrelevant Authority	No there is too much violence between anti-government protesters and police
Irrelevant Authority	No. Microsoft is much better than apple
Irrelevant Authority	Christiano Ronaldo deserves the the title as world's greatest soccer player because all the experts say so.
Irrelevant Authority	No, it's not. My husband doesn't oppress me, after all.
Irrelevant Authority	They earned it. so it should be shown.
Irrelevant Authority	"No. My best friend, who is an ecologist, says that all these ""global warming"" and ""melting ice glaciers"" stories are fictive. A global task force would be used for anything but protecting environment."
Irrelevant Authority	Yes, my husband has the same opinion.
Irrelevant Authority	I think homeschooling is a great thing, just go read some discussion forums and you'll find out yourself...
Irrelevant Authority	why not? Everyone has to go sometime.
Irrelevant Authority	I am working for UPS and my boss said, that this strike is not justified.
Irrelevant Authority	In the USA this is the case. The problem there is, that a legal process costs a lot of money. Celebrities have more money than the average citizen, thats why they get away with more crimes.
Irrelevant Authority	Yes, ask the guys from PETA, of course they need special rights.
Irrelevant Authority	No company should their own HR for better quality
Irrelevant Authority	My boyfriend has the opinion that Apple has only his profit on his mind. So Apple 's swift will be a fail.
Irrelevant Authority	My teacher alwas took away our phones when we used them during class. I am sure he had a reason.
Irrelevant Authority	My teacher said global warming is a myth so therefore there is no global warming.
Irrelevant Authority	No Test for an Argument
Irrelevant Authority	I heard a politiician on TV say that locking people up for drugs reduces crime.
Irrelevant Authority	My mother says always that the non- European immigrans destroy our culture.
Irrelevant Authority	Taliban, IIS etc should be destroyed from root.
Irrelevant Authority	Because we have to save our country by avoiding pollution
Irrelevant Authority	My mother always told me that getting a child means you have to know how to look after it. A student should be able to think about it before and not have to ask for a special day care.
Irrelevant Authority	It doesn't matter! Animals can't think for themselves.
Irrelevant Authority	My friend said, that human dignity is more important.
Irrelevant Authority	In TV they said celebrities are treated better.
Irrelevant Authority	A good friend of mine explains day by dy why we absolutely should operate with military operations against the IS and he is absolutely right!
Irrelevant Authority	Well, I was watching Home, and in that movie, they had flying objects, as well. And she didn't die in the movie. Obviously then it's okay
Irrelevant Authority	no. Price of milk is already too high
Irrelevant Authority	Computers are unavoidable in present days!
Irrelevant Authority	But Steve jobs said: MICROSOFT IS THEEEEEEEE COMPANY. Microsoft, not apple.
Irrelevant Authority	Yes because my grandmother always tell me so.
Irrelevant Authority	My friend said that it is important for victims of disfiguration. Therefore, it is an important field of medicine.
Irrelevant Authority	Yes,  my soccer coach loves him.
Irrelevant Authority	I should know, because I know a lot of people that do drugs and they don't deserve stiffer penalties.
Irrelevant Authority	No one should ever drive while under the influence of alchol or anything else that would alter their driving ability.
Irrelevant Authority	Yeah but according to most scientists, there are animals going extinct in Brazil that we don't even know about. How could we put all animals in the zoo that we don't even know about.
Irrelevant Authority	Putin does not like Turkey, because they shot a russian jet. We should listen to Putin.
Irrelevant Authority	I know a few people in countries that are not democratic and they are all oppressed and miserable. They say those systems don;t work at all.
Irrelevant Authority	Motorola is the most inovative
Irrelevant Authority	It's fine for some folks, but others may have traumas for weeks after seeing them.
Irrelevant Authority	I think they if you ask any mother of them, they will all tell you that is not true.
Irrelevant Authority	My priest said, that god wants us to live. He gave us life as a present. We may not throw it away like garbage by killing ourselves.
Irrelevant Authority	No, they are not up to the standards of the rest of the EU.
Irrelevant Authority	oh yea it is just veggies all day. GO GREEN
Irrelevant Authority	Just because another place is doing something isn't a good reason to start doing something.
Irrelevant Authority	Back To The Future showed that flying cars were going to be in the future, so of course they will be.
Irrelevant Authority	Censorship is to be effective on people that are not monitored by adults.
Irrelevant Authority	Well, that's probably another kind of doctors.. But back to the point - I think it's nonsense.. And I'm pretty sure most people see it the same.
Irrelevant Authority	Parents that have the ability would be the majority of ones that home school.
Irrelevant Authority	Feminists these days are making a bigger deal out of this issue than it is. Just the other day, my math teacher was talking about how women don't want equality, they want more power than men, which would only perpetuate the equality issue.
Irrelevant Authority	I have arguments. Look what i found on the homepage of PETA(http://www.peta.org/about-peta/faq/what-rights-should-animals-have/):
Irrelevant Authority	My dad told my that ebola is just fake news.
Irrelevant Authority	The vote every person has would carry the same weight, making a democratic form of government built on equality.
Irrelevant Authority	no apple have  separate app store and its vary from others
Irrelevant Authority	MY boss said they were going to steal our job, so we need to keep them out.
Irrelevant Authority	Because atheletes wins b using the drug.Athletics should not win by using the durg they should win only with their effors
Irrelevant Authority	Jesus said: If someone slaps you on one cheek, turn to them the other also. That is exactly what we have to do, not war.
Irrelevant Authority	Margot Kaesmann did also drive under the influence of alcohol.
Irrelevant Authority	My dad told me it was true!
Irrelevant Authority	I believe that Germany should punish any criminals in their own country. Not send them out to be dealt with by another country.
Irrelevant Authority	My father lived near the Three Mile Island disaster. He says we should stay away from nuclear power.
Irrelevant Authority	My uncle says that co-ed schools are best.
Irrelevant Authority	My dogs says it is!
Irrelevant Authority	Yes, because i say so.
Irrelevant Authority	Dont allow them in classroom. A mother from my yoga-team told me children could not learn, when there is a computer nearby.
Irrelevant Authority	Yes, the kelly family did this, too.
Irrelevant Authority	no there was a separate room wanted in school
Irrelevant Authority	Humans chop down trees in Brazilian rain forest which kills a lot of animals to extinction.
Irrelevant Authority	My husband says that eating meat makes you tired, so it should be true.
Irrelevant Authority	Apple is a fast growing reputed company and will be the new Microsoft
Irrelevant Authority	My friend said that humans have been hunting for meat and eating meat daily for most of our existence and have not caused the majority of animal extinctions.
Irrelevant Authority	a death can save millions
Irrelevant Authority	My aunt said that doctors only like their titles shown to get respect, so I don't think it's necessary at all.
Irrelevant Authority	Yes, my child is mentally challenged.  He says, that it is good for the other, 'normal', children to study with him.
Irrelevant Authority	My son said, that he hates school detention. Therefore it does not do any good.
Irrelevant Authority	A friend of mine told me that animal testing doesn't do any good anyway.
Irrelevant Authority	MY Grandpa smoked and said it never hurt his children, so there is no need to do so.
Irrelevant Authority	hell no help yourself and think twice.
Irrelevant Authority	"No,  my wife says that this whole ""im a woman, im so weak and men are bad oppressers""-talk is bullshit."
Irrelevant Authority	Nothing fault with your statement.
Irrelevant Authority	As many studies by national non-profit organizations show, the problem should be handled on the national level and doesn't need any global initiative.
Irrelevant Authority	Well my mother said that Titanic was one of the best movies she has ever seen, so it must be one of the best movies of all time. Of course it deserved 11 Oscars.
Irrelevant Authority	My son did also watch some of his movies and he did also say, that they are too violent.
Irrelevant Authority	My mama is butcher and she says that meat is important for the body.
Irrelevant Authority	The average American would like to see al-Assad gone. Its unreasonable.
Irrelevant Authority	My apple-seller says that nobody is as good as apple.
Irrelevant Authority	I've talked to a lot of children and they say it is harder to learn when they don't feel that they have a voice.
Irrelevant Authority	My boss says, if we had democracy in our office,  we would be bankrupt by now.
Irrelevant Authority	Yes, media only cars about what makes them money. Do you show the rape and murders that refugees have caused?
Irrelevant Authority	Yes, because rich people said so.
Irrelevant Authority	My mother told me that it is not a concern so it is OK to drive under the influence.
Irrelevant Authority	Yes, my friend says in order for the environment to get better, we need a task force.
Irrelevant Authority	I have a friend who listens to Heavy Metal. He lives now on the street...
Irrelevant Authority	Yes, my mother said women should have the right to choose if they want a child.
Irrelevant Authority	Very pity and I am very much worried
Irrelevant Authority	A friend of mine is gay. And he wants to marry in church. He says he should be allowed to.
Irrelevant Authority	no never ...only allowed to separate  computer room for schools
Red Herring	No, not at all. Nowadays kids spend all time playing around with tablets and smartphones, which is kinda detrimental to their proper development.
Red Herring	Celebrities suck. They do just want to get more famous, thats all...
Red Herring	I am a hunter. Animals need to die in order to keep balance in the forest.
Red Herring	Young boys don't need get more distracted than they already are these days. Schools have to find better ways to discipline their kids.
Red Herring	It's revenue and stock price is increasing like anything!
Red Herring	Children should learn in classroom. Our land needs more well educated people.
Red Herring	Obviously, terrorism is a major issue which we are facing
Red Herring	I heard that developing countries are all dictatorships.
Red Herring	The media is always censoring things, but hey, you know it's a good thing right.
Red Herring	Television is a waste of time.
Red Herring	No, they are athletes, they give the best they can.
Red Herring	Who can fully understand these computers? When i was a young boy, we sat next to each other and talked. Times have changed.
Red Herring	But humans will suffer as major disasters will result as a part of nutural destruction(PRO)
Red Herring	Those hippies... Better get a job!!
Red Herring	Drugs can kill you.
Red Herring	Yes but many more will die if other action is not taken
Red Herring	If the cows are working so hard, we should probably pamper them on the farm instead.
Red Herring	Yes, you should censor parts of media because of  Facebook, for example, everybody can spread his opinion and nobody is able to check if these comments are right or false.
Red Herring	Doctors are great, they cured my mom from her depression.
Red Herring	Public broadcasters dont show good movies/series. Yesterday they showed a series about two women switching families, who wants to see something like that?
Red Herring	I think that one of the best soccer-players is christiano ronaldo. He scored a lot of goals and supported many goals of others.
Red Herring	If you allow people to drive under the influence of all kinds of drugs, you will soon have a mess on the streets.
Red Herring	Celebrity News are so funny. Yesterday i watched such a show and found out, that Gerard Butler doesnt clean his living-room.
Red Herring	It isn't about money, it is about being healthy.
Red Herring	The earth is getting to warm and soon we won't have polar bears.
Red Herring	Sesame Street is a program for kids and its won many awards
Red Herring	yes because  everyone is handicap lately and needs to learn about differences.
Red Herring	Stop trolling here and stick to the point... That's the problem of many human activista, they become short of arguments quite quickly.
Red Herring	Celebrities... Look at the rap-videos, for example. This shows how reckless some of them are.
Red Herring	not really dear.
Red Herring	Yes it is quite a worthy product released after several technological advancement from a branded company
Red Herring	Who cares about streaming music from Apple. YouTube is even worse - you get only five cents for million views!
Red Herring	For what i have heard, Ebola is one of the most dangerous diseases worldwide. If we dont try to stop it it will get out of control.
Red Herring	These companies deserve no discussion. Steve Ballmer and Steve Jobs are such idiots.
Red Herring	Drinking at home is also harmful, but nobody argues against drinking.
Red Herring	If we help Greece, then we will have to help another countries (Spain, Italy, Portugal) and Germany just cannot afford support all European countries!
Red Herring	I think these refugees had so far such a hard life, we should just let them live a peaceful life.
Red Herring	That's like saying the Earth was created in literally 7 days- impossible. So global warming is impossible too.
Red Herring	With everything going on in European and Middle Eastern Countries I just don't think this is an important issue we should rush into.
Red Herring	Uniforms are the first sign of oppression in society.
Red Herring	Nuclear bombs are able to devastate whole landscapes. We should not allow this.
Red Herring	majority of musicians and independent labels playing ball with the Apples, Googles and Spotifys of the world, as if their industry vision is the only way forward.
Red Herring	Yes, because the number of global conflicts are rising!
Red Herring	High noon everyone is hungry.
Red Herring	Soccer is a dumb sport, 22 grown up guys trying to get a ball. Why?
Red Herring	My stance is pro, not yours.
Red Herring	Medicine needs more doctors like house MD.
Red Herring	There is lot of technological developments needed to implement this strategy.
Red Herring	I think whatever celebrities do, no one should care. Most of them are totally awkward and do only want to get more money than they already have.
Red Herring	Yes, but we also need to worry about people who don't wear seatbelts, since they cause health care rises to go up for everyone.
Red Herring	Cell phones shouldn't be used in class. Students need to make sure they're getting to and from school on time.
Red Herring	Economical growth results in many people having access to better products. Better products make people happier.
Red Herring	Why should the criminals become a danger to someone else's society?
Red Herring	No,  general suspicion is bad. Many bikers did never cheat with drugs.
Red Herring	Not at all. Steve jobs and Steve Ballmer are good business people.
Red Herring	all people are the same
Red Herring	Mentally handicapped people are often overlooked
Red Herring	I went to the Montessori school, we did only sing and dance. We had no pressure. It was such a great time.
Red Herring	The EU is a criminal system, that should be disestablished
Red Herring	Germany doesn't have access to other types of resources for power generation.
Red Herring	Jeses loves us humans so much, he wants us to pray and get to heaven to the holy father.
Red Herring	Nuclear power generation helps to lower carbon dioxide (and other greenhouse gases) released into the atmosphere in power generation
Red Herring	Nuclear energy should be used commercially, because everybody will benefit from a better economy.
Red Herring	Without money, you can not even have christmas, think about it
Red Herring	I like cows too, but it shouldn't mean we should pay more in milk.
Red Herring	I think strikes are only good if you play bowling.
Red Herring	Economic growth is always the most important thing we should focus on, especially when we're busy fighting wars on  behalf of other countries.
Red Herring	We should build a wall to keep them out
Red Herring	Just think about all these people that are loosing their homes. War is immoral and destroys only economy and lives.
Red Herring	It should because they don't appeal to reason. If we stop using military for then they would just overrun us.
Red Herring	I will argue that the media does not ignore crimes from refugees. Consider the Boston Marathon bombing, of the first questions that was asked is if this was a terrorist attack, and if the boys ties to Russia had anything to do with their decision to bomb the marathon.
Red Herring	You might be correct. The best era for European economy was 60s and 70s when there were practically no immigrants.
Red Herring	Jordan Belfort wrote his book many years ago. So it isn't relevant nowadays.
Red Herring	Those with higher status, better privileges, royal blood or with celebrity status are treated differently than those of general public.
Red Herring	The photos may lead to the conviction nobody has ever been on the moon.
Red Herring	It is the duty to legalize the products of musicians so that they can create worthy musics.
Red Herring	Ill people are dangerous for the world health, so no country should accepted people infected with Ebola.
Red Herring	Countries should adopt heavier penalties for drug use. There are many corrupt congressmen that should be dealt with.
Red Herring	Titanic is a movie about a catastrophe: How can such a terrible thing earn so much reward!?
Red Herring	Oh, no, please! Can you imagine how indoctrinated our society would be, if every family teaches their own truth? The real problem is the lack of control over homeschooling and teaching religiously..
Red Herring	Veganism is the best for people who sell vegan food.
Red Herring	Maybe there has been some oppression in our country, but nevertheless we are one of the countries with the highest national output
Red Herring	Many friends of mine are university-doctors.
Red Herring	Its always the human, right?
Red Herring	I disagree, kids should not be allowed to disrespect others depending on their given situation.
Red Herring	That is definitely a decision that weighs on the European presidents and prime ministers. At least they are open minded instead of thinking like Donald Trump and closing everyone out. His campaign is bleak and it is essential that we do not allow him to take office in the US.
Red Herring	Plastic surgery is great. I trust these doctors. They got the best college-degrees and the best education available.
Red Herring	Yes because the cute children are our future.
Red Herring	Ebola is the worst disease ever. So many people did already die.. It spread most likely because they eat meat from bush-animals.
Red Herring	Children should read.
Red Herring	"No, and I don't think anyone really deserves such a title with all the FIFA scandal that's been happening. Why don't we worry about the scandal before we bother naming someone ""world's greatest player."""
Red Herring	Gays should not be denied their rights due to anyone's religion.
Red Herring	How can there be an influential rapper when the music itself isn't influential to the masses? I would say rock music is more influential since it's what was seen first.
Red Herring	Smoking is totally unnecessary. You inhale smoke into your lungs, why would you want to do that?
Red Herring	No. The modern political theory knows that countries are just a political construction.
Red Herring	If we continue forcing people to get plastic surgeries done, because of our superficiality, i am done with this society.
Red Herring	School detention doesnt do any good in high school because kids these days need to learn how to behave first at home.  School is a place of learning and punishments shouldnt be given out there, parents need to discipline their kids,
Red Herring	Plastic surgery isnt necessary.  God is the greatest and he made everyone to look like he wanted them to.
Red Herring	If a woman was raped nobody has the right to forbid her to abort.
Red Herring	Yes- just like locker rooms should be single sex, so should schools.
Red Herring	Yes, rights are a good thing, right? They protect us.
Red Herring	no need day care its effect the children s on the school
Red Herring	Nuclear energy can be used for generating electricity
Red Herring	The U.S. told lies about the nuclear weapons in Irak, so surely they lied about being on the moon.
Red Herring	Tarantino has won many awards
Red Herring	No, he blames his teammates when he doesn't win.
Red Herring	Computers are totally nonsense. Earlier no one cared about all this youtube and twitter.
Red Herring	So many games are now available on cellphones
Red Herring	medicine is very impotant for mankind
Red Herring	throughout history's refugees have been the scapegoat in the United States. whether or not it was those it came through Ellis Island, those coming to America because of war in other countries, refugees has always been blamed for an increase in violenc.
Red Herring	Great that it was good for you. But nevertheless i think that our school system is too old and needs reforms.
Red Herring	How do you know that women wants this kind of freedom?
Red Herring	How can something ever be the best. Think about pizzas: Which pizza do you like best?
Red Herring	Cellphones are great, they improved so much over the last 2 years, it is incredible.
Red Herring	sometimes but mostly they do not. There is always a media source covering now.
Red Herring	Cows should live in freedom.
Red Herring	Leonardo di Caprio has been actor in so many bad movies, for example Inception. I watched inception and was totally confused; first by the story and second because of his bad acting.
Red Herring	No, because Apple is designing trend products in California, such as the brand new iPhone with special features unseen before.
Red Herring	Freedom is the most important thing we achieved in the last 50 years. Dont attack me because i am liberal. Germany needs more liberals.
Red Herring	Yes, we need a task force. And we need leaders who will insist on it. We need stronger leaders who will stand up for what they believe in instead of following the money.
Red Herring	More important is that they should stop banning having sex before marriage. We're not in middle ages anymore... (Not sure about the Pope:)
Red Herring	There are so many endangered species, it is a shame. Most of them will not exist anymore in 100 years!
Red Herring	It’s obvious that virtually all streaming company insiders see this model as a short-term, unsustainable play. They’re all in it for a quick buck and are just fine with pushing the self-destruct button. Those that are unable to make a liquidity event happen are doomed. You will see the remaining companies rapidly die off. As George Carlin once famously said, “The game is rigged and nobody seems to notice.”
Red Herring	Smoking is necessary if you are addicted to it.
Red Herring	Sure providing daycare services would help students stay in school but schools provide poor educations anyway.
Red Herring	Yes, they should. These drug-users are all dumb, look at their results in school.
No Fallacy	Computers are bad for the development of childrens brains.
No Fallacy	Of course same-sex marriage should be allowed.
No Fallacy	Under no circumstances should marijuana be legalized.
No Fallacy	We shouldn't allow men to oppress women.
No Fallacy	just a test argument
No Fallacy	We as the country cannot afford that.
No Fallacy	The Apollo missions were all faked. No one has ever been on the moon.
No Fallacy	Yes, the Islamic state is becoming too big to fight without military operations.
No Fallacy	They should have the same rights, but it is fact, that they have not. Look at India, women are raped there on a daily basis.
No Fallacy	But if you read some investigative journalists, you'll find out the truth...
No Fallacy	I don't think school uniforms can influence the pupils' performance.
No Fallacy	Yes, if the scientifical progress stays the same as the last 200 years.
No Fallacy	I own a computer-factory. And im outsourcing my support-callcenter to india. I dont want those people to work like animals. I pay less money than in germany, yes, but it is still a lot of money for the workers there.
No Fallacy	Of course, with unlimited amount of time everything is possible. We came from fire to rockets in just some thousand years.
No Fallacy	Yes, because he's blocked more shots than any other keeper.
No Fallacy	"It could be hard for students to assimilate into ""mixed gender"" society."
No Fallacy	I'm definitely against legalization.
No Fallacy	We might not want to home school all children because it is important for them to learn how to interact with others.
No Fallacy	I do not think so because there is always the danger that the normal childs bully the handicaped one because of their mental weakness.
No Fallacy	Apple is definitely the new Microsoft. Apple is in almost every home in America in some fashion just like Microsoft is in every home as well. Apple actually has overtaken Microsoft in terms of market share.
No Fallacy	We should homeschool our kids.
No Fallacy	I regard single sex education as bad.
No Fallacy	Yes, human beings have hunted and eaten animals for as long as can be shown and they are partly to blame for certain animal extinctions.
No Fallacy	Of course it is reasonable for some people to school there children at home but to school all kids at home would be fatal.
No Fallacy	It would be a crime to look away and let the Islamic State continue decapitating people. When you see such a crime on the street you have to call police. When you see such crimes in another country, you have to get active as well. America does what is needed and fights the terror.
No Fallacy	It's irresponsible to drive under the influence of alcohol.
No Fallacy	The information in social networks is often not reliable.
No Fallacy	It is ok to use it. Temelin exploded, but this does not mean,  that every reactor will explode. So why not,  it is cheap energy.
No Fallacy	This is just one case, does not count for everyone.
No Fallacy	It shouldn't be legalized.
No Fallacy	"Yes.  Philippians 4:7 says that ""God will give us peace that surpasses all understanding."""
No Fallacy	Neuer was the best goalkeeper of the World Cup in 2014 because he made the most saves.
No Fallacy	Yes. Although many forms of plastic surgery can be used for superficial reasons, it is important because it is also used to reconstruct things for people after bad accidents, or for gender reassignment, skin grafts from burns, etc.
No Fallacy	It would be going against people's human's rights to not allow them a country where their password allows them.
No Fallacy	He has made an important mark in the rap industry, but he did not live long enough to be the most influential rapper of all time.
No Fallacy	History has proven that democracy is the best system available- all other systems have been eliminated.
No Fallacy	All conspiracy theory supporters should first read Foucalt's Pendulum!
No Fallacy	Yes,  now the law treats them as things,  but they are conscious as we are. They need special rights.
No Fallacy	Yes, refugees who commit crimes have no respect for the country they fled to. Furthermore the situation they fled from cannot have been that bad, because they risk getting sent back.
No Fallacy	Of course.
No Fallacy	Communication between family members suffers from watching TV.
No Fallacy	No It simply means that they have a stockpile of cash that could buy eventually anything for them; for example – “Justice”.
No Fallacy	Endless growth is impossible.
No Fallacy	I really felt if I had stayed in single-sex, I would have been unprepared for life after high school, socially speaking.
No Fallacy	Single-sex schools are more effective.
No Fallacy	Non-European immigrants should be accepted in Europe
No Fallacy	Humans are not to be blamed for animal extinction.
No Fallacy	Jobs should not be subcontracted into developing countries.
No Fallacy	School uniforms just create an extra expense for parents and take away from school itself.
No Fallacy	The reason for the supporters of the war on terror is 9/11.
No Fallacy	The islamist terrorists are a serious threat to each form of progressive society.
No Fallacy	No, it does not.
No Fallacy	Social networks such as Facebook are the work of the devil.
No Fallacy	With the goal in mind to improve everyone's situation, growth is good for a country.
No Fallacy	The rate of celebraties that go into rehab and the rate of other people going to jail for drug posession stongly suggests this is the case.
No Fallacy	People have been on the moon already.
No Fallacy	Nuclear energy is a cheap power source.
No Fallacy	Social education is important, alongside academics. The real world is not segregated, nor are universities.
No Fallacy	OF course they are!
No Fallacy	We need drug testing to ensure fair competition.
No Fallacy	This is not true, there are no studies that would prove that.
No Fallacy	There are some reasons for America's war on terror.
No Fallacy	They certainly could be more violent. The thing with Quentin Tarantino is that he understands the separation between real life and movies. He understands that movies are supposed to be wild and outrageous and that is exactly what his movies are known for, especially when it comes to violence. Scenes from movies like Django Unchained had body parts exploding off after being shot with a simple handgun. It's supposed to be for entertainment, and nothing more.
No Fallacy	They brought several kilos of moon rocks back to earth, and you cannot simply fake four billion years old rock material.
No Fallacy	Christiano Ronaldo hat viele Neider, doch er ist wohl mit Abstand der momentan beste Spieler der Welt.
No Fallacy	Yes we should do it.
No Fallacy	We should allow it
No Fallacy	Microsoft is not the new apple
No Fallacy	Nuclear power is an incredibly reasonable power source granted it is used by people who are responsible. It's the most effective energy source in the world and incredibly clean.
No Fallacy	Who controlls the controller?
No Fallacy	There is no denying tat CO2 Emissions and average temperature aof the atmosphere both have gone up, there are many studies on it.
No Fallacy	Animals have a conscious mind. That means they deserve protection through law, like humans do. Nevertheless they arent as intelligent as humans, thats why they need a special law.
No Fallacy	There is a good reason
No Fallacy	I really don't think so
No Fallacy	No,  its not worth the risk. So many people did already die because of radiation...
No Fallacy	If you don't allow animals to have rights, you shouldn't have them either.
No Fallacy	Democracy is good.
No Fallacy	That Gorillas should be held in Zoos
No Fallacy	I know that differences in global temperatures are  totally normal and have been happening for hundreds of thousands of years. This has never been a problem. Now it isnt one as well.
No Fallacy	Refugees mostly flee from the war, poverty or tyranny in their countries. Unless these problems are solved to some extent and they have some other safe place to reside in, except EU, they should be welcome.
No Fallacy	yes
No Fallacy	"Well, depends on what is meant by ""building the minds"" - but in general, television is a really good tool for brainwashing the children, especially in early ages."
No Fallacy	Rather than adopting stiffer penalties for drug use we should focus more on counseling. Drug trafficking is another story.
No Fallacy	Detention is effective because it forces kids to spend some time on homework, takes them away from friends who might be getting them in to trouble, and forces them to miss activities they might prefer to be at, so it deters repeat bad behavior.
No Fallacy	Grade systems are useless.
No Fallacy	Computers should be allowed in class rooms.
No Fallacy	Personally I’d go co-ed.
No Fallacy	Alternative energy resources are too expensive.
No Fallacy	That flying cars will become a reality
No Fallacy	Seriously, our society depends on us interacting with each, at the very least, since we each make up over half the damn species!
No Fallacy	Yes, because drug-use in professional-sport is quite common. If we dont test for drugs now,  soon nobody will be able to take part there without taking drugs.
No Fallacy	The instructions given in the new testament, which christians should observe, are peaceful and focused on love.
No Fallacy	It allows to get useful data for human research
No Fallacy	Yes
No Fallacy	We know that only the fittest can survive in this world.
No Fallacy	I dont think thats the case. Both companies serve different types of customers. Microsoft creates operating-systems for the average pc-user whereas apple has specialized on products for Yuppies.
No Fallacy	Mixed schools are in the majority. And the rate of children getting parents is very low. You are just feared.
No Fallacy	Animal lives are less important than human lives
No Fallacy	It is against moral principles to torture or kill animals who feel pain.
No Fallacy	Yes, if someone is bad at school or has some misbehavior, additional time in school could help him to catch up for lost time.
No Fallacy	You should be able to censor media.
No Fallacy	Celebrities are poor, isolated, suffering human beings.
No Fallacy	They are a menace to our society.
No Fallacy	just a test arg
No Fallacy	Of course it is! All of the best nations in the world are democratic.
No Fallacy	Swift is very popular.
No Fallacy	Censoring media is necessary.
No Fallacy	No
No Fallacy	I think it can have an effect on students that will get them to correct their behavior, as they may be embarrased that the have detention. However, kids who get detention all the time end up enjoying it because all of their friends are in there and it becomes more of a playground, instead of punishment.
No Fallacy	Many people are already killing themselves, because they are terminally ill. It is their choice to chose if they want to live or die. A doctor should respect their choice and assist them either way.
No Fallacy	I would much prefer my children attend single-sex high schools.
No Fallacy	No. Students should pay attention to the teacher and his teaching-material. Cellphones distract.
No Fallacy	it makes less environmental damage in the short run than burning fossil fuel.
No Fallacy	Greek should leave Eurozone, because the consequences will be minimal for the Eurozone. The consequences will be hard for Greeks, but they got to this situation themselves.
No Fallacy	The topic is about Christianity in specific, not about religions in general. And christianity is not at war in Middle East.
No Fallacy	drug testing athletes is justified.
No Fallacy	Maybe he looked healthy, but other gorillas are suffering. Thats just natural, because these animals are wild. They need more space than zoos can provide. Furthermore they are used to other climate conditions.
No Fallacy	I don't even know what we are talking about, very sorry
No Fallacy	Nuclear power is too dangerous .
No Fallacy	Enkel rkekr fns d dk
No Fallacy	It is not justified
No Fallacy	Television didn't destroy the communication among friends and families.
No Fallacy	The, he definitely is - he was a great support for his team, had so many good catches, etc.
No Fallacy	We should avoid nuclear energy completely.
No Fallacy	no, because arguing is manifestation of autonomy
No Fallacy	Children need daycare. But university is not the right place for daycare services. University is a place for education. There are enough existing public and private daycare-services. Put your children there.
No Fallacy	The grading system is not effective because it doesn't consider all types of learning styles of the students.
No Fallacy	just do the best for those who need it give them a best
No Fallacy	Social networking binds society closer together.
No Fallacy	Neuer is  the best goalkeeper of the  Soccer WorldCup 2014.
No Fallacy	depends how you define growth. if any economic activity is growth, than going to doctors is economic growth and country is better, but should sick people be the goal? i doubt.
No Fallacy	Yes, because science is a fundamental of our society. By showing the doctor on the id-card you award someones effort for it.
No Fallacy	Tests can be also conducted by numerical simulations.
No Fallacy	No, because computers distract students. Very often they use computers for reasons not related to the class, which ultimately diminishes the educational effect of the class.
No Fallacy	Heavy Metal is just a genre.
No Fallacy	Flying cars are the consequent step forward in mobility technology.
No Fallacy	The animals are a part of nature like us and we, as the human, occupy their natural places. not to harm them any further, they should have special rights.
No Fallacy	No, the scandinavian schools use another system and their students are the worlds best. We are just average. It is not that effective.
No Fallacy	I want to protect freedom, thats why im against it.
No Fallacy	A group that refuses any diplomatic way on problem-solving and uses weapons straight away cannot be defeated without being at level with them, even though the number of those operations should be kept as small as possible.
No Fallacy	I would of much preferred gone to a co-ed.
No Fallacy	Nuclear power is effective and reasonable energy source.
No Fallacy	Yes, humans are not only mainly responsible for all current environmental problems , but we are also directly affected. We face problems like natural catastrophies, destruction of farm land, destruction of inhabitable areas and loss of resources.
No Fallacy	Sorry,  but your argument is a racist one.  Germany has already acted like this in the past.  We may not act like this again, if we want to get a better reputation in the world.
No Fallacy	Animal testing is something totally unethical and should be banned.
No Fallacy	Sure, if they are part of the education...
No Fallacy	It will reduce crime
No Fallacy	You should test athletes.
No Fallacy	As history has shown, it is effective in terms of destruction of human rights.
No Fallacy	Yes they have a positive impact, because you are much more connected to others, as you were earlier. More communication means better understanding of others. And better understanding leads to a more peaceful society.
No Fallacy	Definitely not.
No Fallacy	I'm basically against single-sex education.
No Fallacy	Claim
No Fallacy	the police will not dare to give them a ticket
